length,delete,insert,indel,platform
1,190249,186493,0,BGISEQ500
2,62805,61702,0,BGISEQ500
3,23202,22156,0,BGISEQ500
4,37684,36206,0,BGISEQ500
5,9485,8660,1,BGISEQ500
6,10268,8726,0,BGISEQ500
7,2504,2048,0,BGISEQ500
8,7436,6702,0,BGISEQ500
9,2109,1810,0,BGISEQ500
10,2792,2602,0,BGISEQ500
11,1090,892,0,BGISEQ500
12,3061,2682,0,BGISEQ500
13,859,643,0,BGISEQ500
14,1318,1014,0,BGISEQ500
15,922,637,0,BGISEQ500
16,1289,1057,0,BGISEQ500
17,451,366,0,BGISEQ500
18,725,461,0,BGISEQ500
19,377,234,0,BGISEQ500
20,684,417,0,BGISEQ500
21,263,168,0,BGISEQ500
22,395,164,0,BGISEQ500
23,213,100,0,BGISEQ500
24,385,179,0,BGISEQ500
25,195,66,0,BGISEQ500
26,233,57,0,BGISEQ500
27,139,36,0,BGISEQ500
28,173,66,0,BGISEQ500
29,90,29,0,BGISEQ500
30,153,36,0,BGISEQ500
31,94,15,0,BGISEQ500
32,101,25,0,BGISEQ500
33,47,20,0,BGISEQ500
34,73,19,0,BGISEQ500
35,46,11,0,BGISEQ500
36,63,12,0,BGISEQ500
37,49,9,0,BGISEQ500
38,40,11,0,BGISEQ500
39,45,6,0,BGISEQ500
40,45,10,0,BGISEQ500
41,34,6,0,BGISEQ500
42,41,9,0,BGISEQ500
43,28,11,0,BGISEQ500
44,33,5,0,BGISEQ500
45,18,6,0,BGISEQ500
46,23,3,0,BGISEQ500
47,8,0,0,BGISEQ500
48,21,4,0,BGISEQ500
1,192737,188394,0,BGISEQ500
2,63661,62742,0,BGISEQ500
3,23399,22619,0,BGISEQ500
4,37779,36507,0,BGISEQ500
5,9515,8701,0,BGISEQ500
6,10268,8687,1,BGISEQ500
7,2587,2037,0,BGISEQ500
8,7497,6556,0,BGISEQ500
9,2138,1763,0,BGISEQ500
10,2956,2576,0,BGISEQ500
11,1147,888,0,BGISEQ500
12,3173,2746,0,BGISEQ500
13,824,628,0,BGISEQ500
14,1277,910,0,BGISEQ500
15,816,605,0,BGISEQ500
16,1322,967,0,BGISEQ500
17,428,314,0,BGISEQ500
18,739,426,0,BGISEQ500
19,408,207,0,BGISEQ500
20,703,340,0,BGISEQ500
21,278,144,0,BGISEQ500
22,352,120,0,BGISEQ500
23,208,88,0,BGISEQ500
24,401,157,0,BGISEQ500
25,177,64,0,BGISEQ500
26,205,58,0,BGISEQ500
27,149,44,0,BGISEQ500
28,165,62,0,BGISEQ500
29,90,23,0,BGISEQ500
30,151,25,0,BGISEQ500
31,103,18,0,BGISEQ500
32,115,21,0,BGISEQ500
33,46,20,0,BGISEQ500
34,65,11,0,BGISEQ500
35,49,12,0,BGISEQ500
36,80,11,0,BGISEQ500
37,29,8,0,BGISEQ500
38,43,10,0,BGISEQ500
39,33,10,0,BGISEQ500
40,41,13,0,BGISEQ500
41,27,5,0,BGISEQ500
42,39,3,0,BGISEQ500
43,27,3,0,BGISEQ500
44,32,3,0,BGISEQ500
45,17,3,0,BGISEQ500
46,20,2,0,BGISEQ500
47,16,3,0,BGISEQ500
48,19,5,0,BGISEQ500
49,2,0,0,BGISEQ500
1,193900,190385,0,BGISEQ500
2,65656,63916,0,BGISEQ500
3,23722,22625,0,BGISEQ500
4,39795,38187,0,BGISEQ500
5,9801,8895,0,BGISEQ500
6,10713,9314,0,BGISEQ500
7,2690,2081,0,BGISEQ500
8,8179,7193,0,BGISEQ500
9,2221,1900,0,BGISEQ500
10,3226,2917,0,BGISEQ500
11,1133,905,0,BGISEQ500
12,3476,2949,0,BGISEQ500
13,898,666,0,BGISEQ500
14,1502,1025,0,BGISEQ500
15,964,680,0,BGISEQ500
16,1554,1101,0,BGISEQ500
17,489,347,0,BGISEQ500
18,836,479,0,BGISEQ500
19,390,238,0,BGISEQ500
20,865,443,0,BGISEQ500
21,309,175,0,BGISEQ500
22,452,147,0,BGISEQ500
23,256,94,0,BGISEQ500
24,492,179,0,BGISEQ500
25,220,65,0,BGISEQ500
26,258,65,0,BGISEQ500
27,171,39,0,BGISEQ500
28,268,65,0,BGISEQ500
29,116,37,0,BGISEQ500
30,197,42,0,BGISEQ500
31,107,22,0,BGISEQ500
32,148,35,0,BGISEQ500
33,59,21,0,BGISEQ500
34,109,13,0,BGISEQ500
35,61,14,0,BGISEQ500
36,102,14,0,BGISEQ500
37,53,12,0,BGISEQ500
38,62,6,0,BGISEQ500
39,54,7,0,BGISEQ500
40,56,10,0,BGISEQ500
41,37,7,0,BGISEQ500
42,47,9,0,BGISEQ500
43,26,5,0,BGISEQ500
44,49,2,0,BGISEQ500
45,28,3,0,BGISEQ500
46,35,3,0,BGISEQ500
47,14,1,0,BGISEQ500
48,26,3,0,BGISEQ500
49,23,3,0,BGISEQ500
50,0,0,0,BGISEQ500
51,0,0,0,BGISEQ500
52,0,0,0,BGISEQ500
53,0,0,0,BGISEQ500
54,0,0,0,BGISEQ500
55,0,0,0,BGISEQ500
56,0,0,0,BGISEQ500
57,2,0,0,BGISEQ500
58,0,0,0,BGISEQ500
59,0,0,0,BGISEQ500
60,2,0,0,BGISEQ500
61,0,0,0,BGISEQ500
62,2,0,0,BGISEQ500
1,182763,179077,0,HiSeq2500
2,58326,56555,0,HiSeq2500
3,21746,20626,0,HiSeq2500
4,36686,34674,0,HiSeq2500
5,9115,8324,1,HiSeq2500
6,9630,7754,0,HiSeq2500
7,2334,1911,0,HiSeq2500
8,7089,6124,0,HiSeq2500
9,1962,1787,0,HiSeq2500
10,2693,2302,0,HiSeq2500
11,1062,892,0,HiSeq2500
12,3024,2514,0,HiSeq2500
13,833,686,0,HiSeq2500
14,1263,882,0,HiSeq2500
15,902,705,0,HiSeq2500
16,1249,1069,0,HiSeq2500
17,442,451,0,HiSeq2500
18,704,504,0,HiSeq2500
19,378,364,0,HiSeq2500
20,660,515,0,HiSeq2500
21,262,328,0,HiSeq2500
22,386,241,0,HiSeq2500
23,212,188,0,HiSeq2500
24,374,326,0,HiSeq2500
25,193,149,0,HiSeq2500
26,221,166,0,HiSeq2500
27,137,138,0,HiSeq2500
28,176,131,0,HiSeq2500
29,88,86,0,HiSeq2500
30,151,105,0,HiSeq2500
31,93,73,0,HiSeq2500
32,105,75,0,HiSeq2500
33,50,55,0,HiSeq2500
34,71,50,0,HiSeq2500
35,44,34,0,HiSeq2500
36,64,44,0,HiSeq2500
37,48,39,0,HiSeq2500
38,39,28,0,HiSeq2500
39,47,17,0,HiSeq2500
40,43,29,0,HiSeq2500
41,33,22,0,HiSeq2500
42,37,22,0,HiSeq2500
43,27,6,0,HiSeq2500
44,35,9,0,HiSeq2500
45,18,9,0,HiSeq2500
46,25,8,0,HiSeq2500
47,9,6,0,HiSeq2500
48,20,9,0,HiSeq2500
49,0,0,0,HiSeq2500
50,0,0,0,HiSeq2500
51,0,0,0,HiSeq2500
52,0,0,0,HiSeq2500
53,0,0,0,HiSeq2500
54,0,0,0,HiSeq2500
55,0,0,0,HiSeq2500
56,0,0,0,HiSeq2500
57,0,0,0,HiSeq2500
58,0,0,0,HiSeq2500
59,0,0,0,HiSeq2500
60,0,0,0,HiSeq2500
61,0,0,0,HiSeq2500
62,0,0,0,HiSeq2500
63,0,0,0,HiSeq2500
64,0,0,0,HiSeq2500
65,0,0,0,HiSeq2500
66,0,0,0,HiSeq2500
67,0,1,0,HiSeq2500
1,183906,180293,0,HiSeq2500
2,58657,56909,0,HiSeq2500
3,21711,20795,0,HiSeq2500
4,36565,34867,0,HiSeq2500
5,9127,8362,0,HiSeq2500
6,9524,7775,1,HiSeq2500
7,2353,1894,0,HiSeq2500
8,7054,5993,0,HiSeq2500
9,1992,1731,0,HiSeq2500
10,2791,2301,0,HiSeq2500
11,1098,915,0,HiSeq2500
12,3105,2605,0,HiSeq2500
13,789,683,0,HiSeq2500
14,1223,834,0,HiSeq2500
15,810,699,0,HiSeq2500
16,1315,1020,0,HiSeq2500
17,412,430,0,HiSeq2500
18,717,463,0,HiSeq2500
19,398,349,0,HiSeq2500
20,681,467,0,HiSeq2500
21,279,292,0,HiSeq2500
22,349,239,0,HiSeq2500
23,207,214,0,HiSeq2500
24,394,294,0,HiSeq2500
25,187,149,0,HiSeq2500
26,202,149,0,HiSeq2500
27,147,128,0,HiSeq2500
28,172,156,0,HiSeq2500
29,94,79,0,HiSeq2500
30,157,87,0,HiSeq2500
31,98,72,0,HiSeq2500
32,110,66,0,HiSeq2500
33,49,46,0,HiSeq2500
34,66,37,0,HiSeq2500
35,57,41,0,HiSeq2500
36,75,47,0,HiSeq2500
37,31,39,0,HiSeq2500
38,45,28,0,HiSeq2500
39,34,22,0,HiSeq2500
40,37,21,0,HiSeq2500
41,32,21,0,HiSeq2500
42,35,16,0,HiSeq2500
43,25,9,0,HiSeq2500
44,34,8,0,HiSeq2500
45,17,7,0,HiSeq2500
46,21,7,0,HiSeq2500
47,16,7,0,HiSeq2500
48,19,5,0,HiSeq2500
1,186026,182910,0,HiSeq2500
2,61183,58476,0,HiSeq2500
3,22307,21163,0,HiSeq2500
4,38758,36838,0,HiSeq2500
5,9462,8643,0,HiSeq2500
6,10059,8373,0,HiSeq2500
7,2489,1956,0,HiSeq2500
8,7882,6606,0,HiSeq2500
9,2122,1919,0,HiSeq2500
10,3111,2554,0,HiSeq2500
11,1120,936,0,HiSeq2500
12,3449,2788,0,HiSeq2500
13,874,728,0,HiSeq2500
14,1444,935,0,HiSeq2500
15,963,806,0,HiSeq2500
16,1528,1130,0,HiSeq2500
17,487,457,0,HiSeq2500
18,855,537,0,HiSeq2500
19,393,376,0,HiSeq2500
20,866,557,0,HiSeq2500
21,313,329,0,HiSeq2500
22,459,248,0,HiSeq2500
23,255,216,0,HiSeq2500
24,498,363,0,HiSeq2500
25,224,158,0,HiSeq2500
26,256,178,0,HiSeq2500
27,171,147,0,HiSeq2500
28,271,147,0,HiSeq2500
29,125,78,0,HiSeq2500
30,214,103,0,HiSeq2500
31,110,80,0,HiSeq2500
32,143,74,0,HiSeq2500
33,62,48,0,HiSeq2500
34,111,51,0,HiSeq2500
35,63,42,0,HiSeq2500
36,102,42,0,HiSeq2500
37,50,47,0,HiSeq2500
38,62,27,0,HiSeq2500
39,56,28,0,HiSeq2500
40,54,22,0,HiSeq2500
41,42,28,0,HiSeq2500
42,45,24,0,HiSeq2500
43,24,13,0,HiSeq2500
44,45,8,0,HiSeq2500
45,29,5,0,HiSeq2500
46,39,5,0,HiSeq2500
47,11,9,0,HiSeq2500
48,25,6,0,HiSeq2500
49,24,4,0,HiSeq2500
50,0,0,0,HiSeq2500
51,0,0,0,HiSeq2500
52,0,0,0,HiSeq2500
53,0,0,0,HiSeq2500
54,0,0,0,HiSeq2500
55,0,0,0,HiSeq2500
56,0,0,0,HiSeq2500
57,2,0,0,HiSeq2500
58,0,0,0,HiSeq2500
59,0,0,0,HiSeq2500
60,2,0,0,HiSeq2500
61,0,0,0,HiSeq2500
62,2,0,0,HiSeq2500
1,186523,183403,0,HiSeq2500
2,61265,58569,0,HiSeq2500
3,22407,21237,0,HiSeq2500
4,38797,36687,0,HiSeq2500
5,9475,8637,0,HiSeq2500
6,9998,8319,0,HiSeq2500
7,2478,1962,0,HiSeq2500
8,7776,6580,0,HiSeq2500
9,2109,1902,0,HiSeq2500
10,3101,2557,0,HiSeq2500
11,1120,929,0,HiSeq2500
12,3456,2755,0,HiSeq2500
13,874,726,0,HiSeq2500
14,1434,923,0,HiSeq2500
15,968,803,0,HiSeq2500
16,1541,1136,0,HiSeq2500
17,487,448,0,HiSeq2500
18,834,538,0,HiSeq2500
19,387,373,0,HiSeq2500
20,869,556,0,HiSeq2500
21,309,325,0,HiSeq2500
22,450,244,0,HiSeq2500
23,252,210,0,HiSeq2500
24,497,357,0,HiSeq2500
25,227,159,0,HiSeq2500
26,250,166,0,HiSeq2500
27,170,148,0,HiSeq2500
28,272,151,0,HiSeq2500
29,126,84,0,HiSeq2500
30,211,103,0,HiSeq2500
31,108,72,0,HiSeq2500
32,147,81,0,HiSeq2500
33,63,49,0,HiSeq2500
34,114,50,0,HiSeq2500
35,63,44,0,HiSeq2500
36,105,53,0,HiSeq2500
37,56,45,0,HiSeq2500
38,64,34,0,HiSeq2500
39,56,33,0,HiSeq2500
40,54,22,0,HiSeq2500
41,43,20,0,HiSeq2500
42,44,17,0,HiSeq2500
43,25,11,0,HiSeq2500
44,48,15,0,HiSeq2500
45,30,5,0,HiSeq2500
46,38,7,0,HiSeq2500
47,14,1,0,HiSeq2500
48,23,3,0,HiSeq2500
49,25,2,0,HiSeq2500
50,0,0,0,HiSeq2500
51,2,0,0,HiSeq2500
52,0,0,0,HiSeq2500
53,0,0,0,HiSeq2500
54,0,0,0,HiSeq2500
55,0,0,0,HiSeq2500
56,0,0,0,HiSeq2500
57,2,0,0,HiSeq2500
58,0,0,0,HiSeq2500
59,0,0,0,HiSeq2500
60,2,0,0,HiSeq2500
61,0,0,0,HiSeq2500
62,2,0,0,HiSeq2500
1,186486,183519,0,HiSeq2500
2,61345,58686,0,HiSeq2500
3,22406,21225,0,HiSeq2500
4,38824,36680,0,HiSeq2500
5,9483,8604,0,HiSeq2500
6,10031,8343,0,HiSeq2500
7,2512,1957,0,HiSeq2500
8,7812,6592,0,HiSeq2500
9,2122,1925,0,HiSeq2500
10,3097,2562,0,HiSeq2500
11,1115,932,0,HiSeq2500
12,3441,2787,0,HiSeq2500
13,873,728,0,HiSeq2500
14,1440,952,0,HiSeq2500
15,960,791,0,HiSeq2500
16,1525,1128,0,HiSeq2500
17,487,450,0,HiSeq2500
18,831,543,0,HiSeq2500
19,387,368,0,HiSeq2500
20,866,548,0,HiSeq2500
21,315,328,0,HiSeq2500
22,452,243,0,HiSeq2500
23,254,213,0,HiSeq2500
24,502,359,0,HiSeq2500
25,231,153,0,HiSeq2500
26,247,170,0,HiSeq2500
27,174,142,0,HiSeq2500
28,268,148,0,HiSeq2500
29,128,79,0,HiSeq2500
30,212,94,0,HiSeq2500
31,109,74,0,HiSeq2500
32,143,74,0,HiSeq2500
33,66,49,0,HiSeq2500
34,114,45,0,HiSeq2500
35,57,40,0,HiSeq2500
36,102,49,0,HiSeq2500
37,53,40,0,HiSeq2500
38,62,25,0,HiSeq2500
39,55,23,0,HiSeq2500
40,50,18,0,HiSeq2500
41,41,25,0,HiSeq2500
42,44,27,0,HiSeq2500
43,27,13,0,HiSeq2500
44,46,13,0,HiSeq2500
45,30,8,0,HiSeq2500
46,36,5,0,HiSeq2500
47,12,7,0,HiSeq2500
48,24,1,0,HiSeq2500
49,25,4,0,HiSeq2500
50,0,0,0,HiSeq2500
51,0,0,0,HiSeq2500
52,0,0,0,HiSeq2500
53,0,0,0,HiSeq2500
54,0,0,0,HiSeq2500
55,0,0,0,HiSeq2500
56,0,0,0,HiSeq2500
57,2,0,0,HiSeq2500
58,0,0,0,HiSeq2500
59,0,0,0,HiSeq2500
60,2,0,0,HiSeq2500
61,0,0,0,HiSeq2500
62,2,0,0,HiSeq2500
1,182682,178757,0,HiSeq2500
2,58712,56812,0,HiSeq2500
3,21808,20640,0,HiSeq2500
4,36873,34958,0,HiSeq2500
5,9155,8351,1,HiSeq2500
6,9692,7867,0,HiSeq2500
7,2315,1932,0,HiSeq2500
8,7189,6360,0,HiSeq2500
9,1968,1803,0,HiSeq2500
10,2735,2383,0,HiSeq2500
11,1064,904,0,HiSeq2500
12,3040,2584,0,HiSeq2500
13,842,679,0,HiSeq2500
14,1279,887,0,HiSeq2500
15,916,726,0,HiSeq2500
16,1287,1136,0,HiSeq2500
17,451,449,0,HiSeq2500
18,712,524,0,HiSeq2500
19,374,368,0,HiSeq2500
20,680,538,0,HiSeq2500
21,263,332,0,HiSeq2500
22,387,253,0,HiSeq2500
23,212,195,0,HiSeq2500
24,377,317,0,HiSeq2500
25,196,158,0,HiSeq2500
26,219,166,0,HiSeq2500
27,140,143,0,HiSeq2500
28,174,130,0,HiSeq2500
29,88,84,0,HiSeq2500
30,144,98,0,HiSeq2500
31,91,77,0,HiSeq2500
32,106,75,0,HiSeq2500
33,47,58,0,HiSeq2500
34,70,54,0,HiSeq2500
35,44,36,0,HiSeq2500
36,63,44,0,HiSeq2500
37,49,46,0,HiSeq2500
38,38,29,0,HiSeq2500
39,48,21,0,HiSeq2500
40,44,30,0,HiSeq2500
41,35,22,0,HiSeq2500
42,38,28,0,HiSeq2500
43,26,14,0,HiSeq2500
44,34,11,0,HiSeq2500
45,17,10,0,HiSeq2500
46,26,6,0,HiSeq2500
47,9,6,0,HiSeq2500
48,21,8,0,HiSeq2500
1,183511,179609,0,HiSeq2500
2,58961,57020,0,HiSeq2500
3,21729,20822,0,HiSeq2500
4,36701,35188,0,HiSeq2500
5,9187,8436,0,HiSeq2500
6,9646,7933,1,HiSeq2500
7,2363,1920,0,HiSeq2500
8,7206,6169,0,HiSeq2500
9,1994,1758,0,HiSeq2500
10,2823,2335,0,HiSeq2500
11,1110,922,0,HiSeq2500
12,3170,2693,0,HiSeq2500
13,789,686,0,HiSeq2500
14,1227,859,0,HiSeq2500
15,820,721,0,HiSeq2500
16,1316,1074,0,HiSeq2500
17,416,438,0,HiSeq2500
18,719,493,0,HiSeq2500
19,397,359,0,HiSeq2500
20,700,472,0,HiSeq2500
21,278,299,0,HiSeq2500
22,355,250,0,HiSeq2500
23,208,212,0,HiSeq2500
24,408,312,0,HiSeq2500
25,189,153,0,HiSeq2500
26,201,151,0,HiSeq2500
27,150,138,0,HiSeq2500
28,170,163,0,HiSeq2500
29,95,76,0,HiSeq2500
30,156,90,0,HiSeq2500
31,101,70,0,HiSeq2500
32,113,76,0,HiSeq2500
33,51,47,0,HiSeq2500
34,68,38,0,HiSeq2500
35,57,42,0,HiSeq2500
36,78,48,0,HiSeq2500
37,30,38,0,HiSeq2500
38,44,24,0,HiSeq2500
39,36,20,0,HiSeq2500
40,41,19,0,HiSeq2500
41,34,20,0,HiSeq2500
42,38,13,0,HiSeq2500
43,27,9,0,HiSeq2500
44,36,8,0,HiSeq2500
45,18,12,0,HiSeq2500
46,22,8,0,HiSeq2500
47,15,6,0,HiSeq2500
48,19,13,0,HiSeq2500
49,2,0,0,HiSeq2500
1,185677,182567,0,HiSeq2500
2,61467,58855,0,HiSeq2500
3,22451,21166,0,HiSeq2500
4,38980,37158,0,HiSeq2500
5,9487,8693,0,HiSeq2500
6,10104,8491,0,HiSeq2500
7,2511,1961,0,HiSeq2500
8,7938,6798,0,HiSeq2500
9,2110,1922,0,HiSeq2500
10,3143,2664,0,HiSeq2500
11,1120,934,0,HiSeq2500
12,3493,2882,0,HiSeq2500
13,876,725,0,HiSeq2500
14,1453,978,0,HiSeq2500
15,975,832,0,HiSeq2500
16,1571,1189,0,HiSeq2500
17,493,459,0,HiSeq2500
18,847,554,0,HiSeq2500
19,394,378,0,HiSeq2500
20,890,576,0,HiSeq2500
21,311,337,0,HiSeq2500
22,468,253,0,HiSeq2500
23,254,214,0,HiSeq2500
24,492,386,0,HiSeq2500
25,234,156,0,HiSeq2500
26,252,175,0,HiSeq2500
27,173,149,0,HiSeq2500
28,274,157,0,HiSeq2500
29,126,88,0,HiSeq2500
30,214,115,0,HiSeq2500
31,109,68,0,HiSeq2500
32,148,76,0,HiSeq2500
33,66,56,0,HiSeq2500
34,113,50,0,HiSeq2500
35,58,47,0,HiSeq2500
36,107,57,0,HiSeq2500
37,52,38,0,HiSeq2500
38,66,26,0,HiSeq2500
39,57,33,0,HiSeq2500
40,57,24,0,HiSeq2500
41,42,17,0,HiSeq2500
42,44,20,0,HiSeq2500
43,25,9,0,HiSeq2500
44,46,14,0,HiSeq2500
45,31,7,0,HiSeq2500
46,38,7,0,HiSeq2500
47,13,2,0,HiSeq2500
48,24,7,0,HiSeq2500
49,25,5,0,HiSeq2500
50,0,0,0,HiSeq2500
51,2,0,0,HiSeq2500
52,0,0,0,HiSeq2500
53,0,0,0,HiSeq2500
54,0,0,0,HiSeq2500
55,0,0,0,HiSeq2500
56,0,0,0,HiSeq2500
57,2,0,0,HiSeq2500
1,186111,182901,0,HiSeq2500
2,61587,58867,0,HiSeq2500
3,22437,21227,0,HiSeq2500
4,39013,37061,0,HiSeq2500
5,9503,8658,0,HiSeq2500
6,10112,8431,0,HiSeq2500
7,2493,1965,0,HiSeq2500
8,7932,6780,0,HiSeq2500
9,2111,1906,0,HiSeq2500
10,3133,2638,0,HiSeq2500
11,1124,934,0,HiSeq2500
12,3500,2879,0,HiSeq2500
13,878,724,0,HiSeq2500
14,1453,965,0,HiSeq2500
15,968,820,0,HiSeq2500
16,1558,1188,0,HiSeq2500
17,493,446,0,HiSeq2500
18,844,545,0,HiSeq2500
19,383,378,0,HiSeq2500
20,878,569,0,HiSeq2500
21,318,332,0,HiSeq2500
22,457,244,0,HiSeq2500
23,253,217,0,HiSeq2500
24,494,380,0,HiSeq2500
25,231,167,0,HiSeq2500
26,251,171,0,HiSeq2500
27,175,146,0,HiSeq2500
28,279,158,0,HiSeq2500
29,124,81,0,HiSeq2500
30,211,103,0,HiSeq2500
31,105,73,0,HiSeq2500
32,141,86,0,HiSeq2500
33,66,48,0,HiSeq2500
34,110,52,0,HiSeq2500
35,62,42,0,HiSeq2500
36,108,56,0,HiSeq2500
37,54,52,0,HiSeq2500
38,64,38,0,HiSeq2500
39,57,28,0,HiSeq2500
40,55,23,0,HiSeq2500
41,45,24,0,HiSeq2500
42,44,27,0,HiSeq2500
43,25,11,0,HiSeq2500
44,48,12,0,HiSeq2500
45,29,8,0,HiSeq2500
46,37,10,0,HiSeq2500
47,11,3,0,HiSeq2500
48,23,9,0,HiSeq2500
49,22,6,0,HiSeq2500
50,0,0,0,HiSeq2500
51,2,0,0,HiSeq2500
52,0,0,0,HiSeq2500
53,0,0,0,HiSeq2500
54,0,0,0,HiSeq2500
55,0,0,0,HiSeq2500
56,0,0,0,HiSeq2500
57,2,0,0,HiSeq2500
58,0,0,0,HiSeq2500
59,0,0,0,HiSeq2500
60,2,0,0,HiSeq2500
61,0,0,0,HiSeq2500
62,2,0,0,HiSeq2500
1,177333,173917,0,HiSeq2500
2,57476,54102,0,HiSeq2500
3,21440,20172,0,HiSeq2500
4,37109,34888,0,HiSeq2500
5,9187,8420,0,HiSeq2500
6,9238,7599,0,HiSeq2500
7,2379,1887,0,HiSeq2500
8,7135,5988,0,HiSeq2500
9,2002,1821,0,HiSeq2500
10,2886,2275,0,HiSeq2500
11,1092,907,0,HiSeq2500
12,3201,2495,0,HiSeq2500
13,848,700,0,HiSeq2500
14,1345,859,0,HiSeq2500
15,919,744,0,HiSeq2500
16,1429,1017,0,HiSeq2500
17,468,447,0,HiSeq2500
18,777,482,0,HiSeq2500
19,383,355,0,HiSeq2500
20,789,483,0,HiSeq2500
21,301,311,0,HiSeq2500
22,422,230,0,HiSeq2500
23,245,201,0,HiSeq2500
24,477,321,0,HiSeq2500
25,216,147,0,HiSeq2500
26,231,151,0,HiSeq2500
27,167,134,0,HiSeq2500
28,246,132,0,HiSeq2500
29,113,79,0,HiSeq2500
30,200,90,0,HiSeq2500
31,105,64,0,HiSeq2500
32,136,71,0,HiSeq2500
33,61,44,0,HiSeq2500
34,98,45,0,HiSeq2500
35,53,38,0,HiSeq2500
36,89,45,0,HiSeq2500
37,41,43,0,HiSeq2500
38,53,27,0,HiSeq2500
39,54,28,0,HiSeq2500
40,44,20,0,HiSeq2500
41,41,20,0,HiSeq2500
42,39,25,0,HiSeq2500
43,24,11,0,HiSeq2500
44,40,7,0,HiSeq2500
45,24,10,0,HiSeq2500
46,37,6,0,HiSeq2500
47,12,10,0,HiSeq2500
48,22,6,0,HiSeq2500
49,24,5,0,HiSeq2500
50,0,0,0,HiSeq2500
51,2,0,0,HiSeq2500
52,0,0,0,HiSeq2500
53,0,0,0,HiSeq2500
54,0,0,0,HiSeq2500
55,0,0,0,HiSeq2500
56,0,0,0,HiSeq2500
57,2,0,0,HiSeq2500
58,0,0,0,HiSeq2500
59,0,0,0,HiSeq2500
60,2,0,0,HiSeq2500
61,0,0,0,HiSeq2500
62,2,0,0,HiSeq2500
1,185514,181581,0,HiSeq2500
2,59198,57183,0,HiSeq2500
3,22210,20979,0,HiSeq2500
4,36348,34403,0,HiSeq2500
5,9231,8369,1,HiSeq2500
6,9464,7555,0,HiSeq2500
7,2384,1927,0,HiSeq2500
8,6946,5993,0,HiSeq2500
9,1987,1788,0,HiSeq2500
10,2639,2228,0,HiSeq2500
11,1070,881,0,HiSeq2500
12,2928,2417,0,HiSeq2500
13,836,649,0,HiSeq2500
14,1250,787,0,HiSeq2500
15,906,661,0,HiSeq2500
16,1230,979,0,HiSeq2500
17,442,377,0,HiSeq2500
18,692,414,0,HiSeq2500
19,375,252,0,HiSeq2500
20,653,370,0,HiSeq2500
21,263,170,0,HiSeq2500
22,378,150,0,HiSeq2500
23,208,95,0,HiSeq2500
24,366,186,0,HiSeq2500
25,189,71,0,HiSeq2500
26,221,48,0,HiSeq2500
27,137,44,0,HiSeq2500
28,169,61,0,HiSeq2500
29,84,25,0,HiSeq2500
30,153,30,0,HiSeq2500
31,93,17,0,HiSeq2500
32,101,35,0,HiSeq2500
33,48,22,0,HiSeq2500
34,67,19,0,HiSeq2500
35,43,14,0,HiSeq2500
36,62,10,0,HiSeq2500
37,45,10,0,HiSeq2500
38,38,9,0,HiSeq2500
39,48,8,0,HiSeq2500
40,40,10,0,HiSeq2500
41,35,5,0,HiSeq2500
42,35,11,0,HiSeq2500
43,28,5,0,HiSeq2500
44,32,1,0,HiSeq2500
45,16,4,0,HiSeq2500
46,22,4,0,HiSeq2500
47,8,2,0,HiSeq2500
48,20,7,0,HiSeq2500
1,187047,182865,0,HiSeq2500
2,59623,57827,0,HiSeq2500
3,22285,21268,0,HiSeq2500
4,36287,34614,0,HiSeq2500
5,9242,8414,0,HiSeq2500
6,9336,7539,1,HiSeq2500
7,2419,1908,0,HiSeq2500
8,6884,5828,0,HiSeq2500
9,2023,1734,0,HiSeq2500
10,2754,2193,0,HiSeq2500
11,1128,884,0,HiSeq2500
12,3052,2537,0,HiSeq2500
13,808,659,0,HiSeq2500
14,1205,760,0,HiSeq2500
15,804,640,0,HiSeq2500
16,1271,932,0,HiSeq2500
17,418,363,0,HiSeq2500
18,706,390,0,HiSeq2500
19,394,237,0,HiSeq2500
20,677,337,0,HiSeq2500
21,279,158,0,HiSeq2500
22,345,122,0,HiSeq2500
23,206,100,0,HiSeq2500
24,392,148,0,HiSeq2500
25,176,59,0,HiSeq2500
26,201,53,0,HiSeq2500
27,150,44,0,HiSeq2500
28,162,73,0,HiSeq2500
29,91,26,0,HiSeq2500
30,151,28,0,HiSeq2500
31,94,17,0,HiSeq2500
32,109,24,0,HiSeq2500
33,44,20,0,HiSeq2500
34,65,17,0,HiSeq2500
35,54,16,0,HiSeq2500
36,76,10,0,HiSeq2500
37,29,10,0,HiSeq2500
38,44,7,0,HiSeq2500
39,36,6,0,HiSeq2500
40,40,8,0,HiSeq2500
41,32,6,0,HiSeq2500
42,39,4,0,HiSeq2500
43,25,5,0,HiSeq2500
44,32,3,0,HiSeq2500
45,17,5,0,HiSeq2500
46,20,3,0,HiSeq2500
47,16,2,0,HiSeq2500
48,19,7,0,HiSeq2500
49,2,0,0,HiSeq2500
1,185912,182565,0,HiSeq2500
2,60234,57305,0,HiSeq2500
3,22380,21125,0,HiSeq2500
4,37696,35392,0,HiSeq2500
5,9428,8552,0,HiSeq2500
6,9456,7718,0,HiSeq2500
7,2467,1927,0,HiSeq2500
8,7338,6104,0,HiSeq2500
9,2090,1858,0,HiSeq2500
10,2949,2297,0,HiSeq2500
11,1108,893,0,HiSeq2500
12,3292,2503,0,HiSeq2500
13,872,696,0,HiSeq2500
