length,delete,insert,indel,platform
14,1271,1037,0,HiSeq4000
15,834,762,0,HiSeq4000
16,1372,1228,0,HiSeq4000
17,425,460,0,HiSeq4000
18,756,591,0,HiSeq4000
19,406,367,0,HiSeq4000
20,722,578,0,HiSeq4000
21,283,312,0,HiSeq4000
22,366,289,0,HiSeq4000
23,211,223,0,HiSeq4000
24,422,378,0,HiSeq4000
25,186,172,0,HiSeq4000
26,211,170,0,HiSeq4000
27,156,148,0,HiSeq4000
28,178,189,0,HiSeq4000
29,100,91,0,HiSeq4000
30,160,112,0,HiSeq4000
31,106,81,0,HiSeq4000
32,119,99,0,HiSeq4000
33,52,47,0,HiSeq4000
34,71,49,0,HiSeq4000
35,56,51,0,HiSeq4000
36,81,64,0,HiSeq4000
37,33,40,0,HiSeq4000
38,49,42,0,HiSeq4000
39,40,30,0,HiSeq4000
40,42,37,0,HiSeq4000
41,40,43,0,HiSeq4000
42,40,30,0,HiSeq4000
43,28,17,0,HiSeq4000
44,39,20,0,HiSeq4000
45,18,22,0,HiSeq4000
46,24,19,0,HiSeq4000
47,14,24,0,HiSeq4000
48,19,18,0,HiSeq4000
49,2,0,0,HiSeq4000
1,189569,187193,0,HiSeq4000
2,63805,62474,0,HiSeq4000
3,23060,22203,0,HiSeq4000
4,39969,38710,0,HiSeq4000
5,9691,8939,0,HiSeq4000
6,10685,9407,0,HiSeq4000
7,2626,2057,0,HiSeq4000
8,8343,7565,0,HiSeq4000
9,2177,1983,0,HiSeq4000
10,3275,3041,0,HiSeq4000
11,1138,959,0,HiSeq4000
12,3610,3253,0,HiSeq4000
13,881,744,0,HiSeq4000
14,1512,1147,0,HiSeq4000
15,996,868,0,HiSeq4000
16,1627,1350,0,HiSeq4000
17,501,470,0,HiSeq4000
18,876,652,0,HiSeq4000
19,403,394,0,HiSeq4000
20,924,679,0,HiSeq4000
21,318,357,0,HiSeq4000
22,473,300,0,HiSeq4000
23,261,231,0,HiSeq4000
24,527,462,0,HiSeq4000
25,239,182,0,HiSeq4000
26,268,200,0,HiSeq4000
27,177,154,0,HiSeq4000
28,284,181,0,HiSeq4000
29,130,102,0,HiSeq4000
30,221,132,0,HiSeq4000
31,112,87,0,HiSeq4000
32,160,101,0,HiSeq4000
33,69,61,0,HiSeq4000
34,122,56,0,HiSeq4000
35,67,52,0,HiSeq4000
36,114,79,0,HiSeq4000
37,60,63,0,HiSeq4000
38,70,53,0,HiSeq4000
39,60,40,0,HiSeq4000
40,58,34,0,HiSeq4000
41,48,44,0,HiSeq4000
42,47,46,0,HiSeq4000
43,28,19,0,HiSeq4000
44,51,27,0,HiSeq4000
45,29,15,0,HiSeq4000
46,43,18,0,HiSeq4000
47,16,25,0,HiSeq4000
48,26,20,0,HiSeq4000
49,25,13,0,HiSeq4000
50,0,0,0,HiSeq4000
51,2,0,0,HiSeq4000
52,0,0,0,HiSeq4000
53,0,0,0,HiSeq4000
54,0,0,0,HiSeq4000
55,0,0,0,HiSeq4000
56,0,0,0,HiSeq4000
57,2,0,0,HiSeq4000
58,0,2,0,HiSeq4000
59,0,0,0,HiSeq4000
60,2,0,0,HiSeq4000
61,0,0,0,HiSeq4000
62,2,0,0,HiSeq4000
1,189801,187478,0,HiSeq4000
2,63926,62666,0,HiSeq4000
3,23075,22277,0,HiSeq4000
4,39969,38772,0,HiSeq4000
5,9710,8973,0,HiSeq4000
6,10708,9404,0,HiSeq4000
7,2625,2053,0,HiSeq4000
8,8343,7566,0,HiSeq4000
9,2170,1993,0,HiSeq4000
10,3256,3049,0,HiSeq4000
11,1131,965,0,HiSeq4000
12,3607,3269,0,HiSeq4000
13,881,749,0,HiSeq4000
14,1503,1146,0,HiSeq4000
15,996,862,0,HiSeq4000
16,1621,1356,0,HiSeq4000
17,506,477,0,HiSeq4000
18,872,652,0,HiSeq4000
19,401,391,0,HiSeq4000
20,918,697,0,HiSeq4000
21,319,353,0,HiSeq4000
22,474,304,0,HiSeq4000
23,266,232,0,HiSeq4000
24,532,454,0,HiSeq4000
25,237,193,0,HiSeq4000
26,268,202,0,HiSeq4000
27,178,161,0,HiSeq4000
28,291,186,0,HiSeq4000
29,128,99,0,HiSeq4000
30,224,132,0,HiSeq4000
31,112,87,0,HiSeq4000
32,157,111,0,HiSeq4000
33,70,60,0,HiSeq4000
34,123,67,0,HiSeq4000
35,69,53,0,HiSeq4000
36,116,75,0,HiSeq4000
37,60,67,0,HiSeq4000
38,70,50,0,HiSeq4000
39,59,41,0,HiSeq4000
40,60,39,0,HiSeq4000
41,48,46,0,HiSeq4000
42,51,49,0,HiSeq4000
43,27,21,0,HiSeq4000
44,52,30,0,HiSeq4000
45,30,15,0,HiSeq4000
46,42,17,0,HiSeq4000
47,17,24,0,HiSeq4000
48,27,18,0,HiSeq4000
49,25,15,0,HiSeq4000
50,0,0,0,HiSeq4000
51,2,0,0,HiSeq4000
52,0,0,0,HiSeq4000
53,0,0,0,HiSeq4000
54,0,0,0,HiSeq4000
55,0,0,0,HiSeq4000
56,0,0,0,HiSeq4000
57,2,0,0,HiSeq4000
58,0,2,0,HiSeq4000
59,0,0,0,HiSeq4000
60,2,0,0,HiSeq4000
61,0,0,0,HiSeq4000
62,2,0,0,HiSeq4000
1,189842,187622,0,HiSeq4000
2,64041,62761,0,HiSeq4000
3,23108,22274,0,HiSeq4000
4,40052,38774,0,HiSeq4000
5,9734,8950,0,HiSeq4000
6,10726,9423,0,HiSeq4000
7,2614,2069,0,HiSeq4000
8,8358,7514,0,HiSeq4000
9,2177,1987,0,HiSeq4000
10,3266,3052,0,HiSeq4000
11,1134,960,0,HiSeq4000
12,3625,3254,0,HiSeq4000
13,884,742,0,HiSeq4000
14,1519,1151,0,HiSeq4000
15,994,874,0,HiSeq4000
16,1616,1370,0,HiSeq4000
17,501,473,0,HiSeq4000
18,872,650,0,HiSeq4000
19,403,386,0,HiSeq4000
20,923,693,0,HiSeq4000
21,319,355,0,HiSeq4000
22,479,303,0,HiSeq4000
23,262,228,0,HiSeq4000
24,525,456,0,HiSeq4000
25,241,185,0,HiSeq4000
26,268,199,0,HiSeq4000
27,176,158,0,HiSeq4000
28,283,186,0,HiSeq4000
29,135,97,0,HiSeq4000
30,225,133,0,HiSeq4000
31,111,83,0,HiSeq4000
32,154,111,0,HiSeq4000
33,68,57,0,HiSeq4000
34,126,58,0,HiSeq4000
35,64,54,0,HiSeq4000
36,115,76,0,HiSeq4000
37,61,58,0,HiSeq4000
38,69,48,0,HiSeq4000
39,59,40,0,HiSeq4000
40,60,34,0,HiSeq4000
41,47,49,0,HiSeq4000
42,52,48,0,HiSeq4000
43,28,21,0,HiSeq4000
44,52,29,0,HiSeq4000
45,29,16,0,HiSeq4000
46,41,16,0,HiSeq4000
47,17,23,0,HiSeq4000
48,24,18,0,HiSeq4000
49,24,16,0,HiSeq4000
50,0,0,0,HiSeq4000
51,0,0,0,HiSeq4000
52,0,0,0,HiSeq4000
53,0,0,0,HiSeq4000
54,0,0,0,HiSeq4000
55,0,0,0,HiSeq4000
56,0,0,0,HiSeq4000
57,2,0,0,HiSeq4000
58,0,2,0,HiSeq4000
59,0,0,0,HiSeq4000
60,2,0,0,HiSeq4000
61,0,0,0,HiSeq4000
62,2,0,0,HiSeq4000
1,191395,187392,0,HiSeqX10
2,63222,62265,0,HiSeqX10
3,23311,22352,0,HiSeqX10
4,38244,36772,0,HiSeqX10
5,9570,8754,1,HiSeqX10
6,10424,8853,0,HiSeqX10
7,2542,2091,0,HiSeqX10
8,7649,6987,0,HiSeqX10
9,2122,1867,0,HiSeqX10
10,2868,2715,0,HiSeqX10
11,1092,921,0,HiSeqX10
12,3169,2900,0,HiSeqX10
13,864,707,0,HiSeqX10
14,1337,1074,0,HiSeqX10
15,942,755,0,HiSeqX10
16,1332,1280,0,HiSeqX10
17,458,467,0,HiSeqX10
18,750,612,0,HiSeqX10
19,385,376,0,HiSeqX10
20,712,615,0,HiSeqX10
21,274,356,0,HiSeqX10
22,401,289,0,HiSeqX10
23,221,202,0,HiSeqX10
24,402,383,0,HiSeqX10
25,204,176,0,HiSeqX10
26,231,188,0,HiSeqX10
27,144,154,0,HiSeqX10
28,184,161,0,HiSeqX10
29,96,100,0,HiSeqX10
30,156,120,0,HiSeqX10
31,98,80,0,HiSeqX10
32,109,105,0,HiSeqX10
33,50,64,0,HiSeqX10
34,77,62,0,HiSeqX10
35,46,39,0,HiSeqX10
36,73,62,0,HiSeqX10
37,50,60,0,HiSeqX10
38,42,46,0,HiSeqX10
39,49,40,0,HiSeqX10
40,49,47,0,HiSeqX10
41,38,38,0,HiSeqX10
42,40,45,0,HiSeqX10
43,29,19,0,HiSeqX10
44,40,25,0,HiSeqX10
45,20,19,0,HiSeqX10
46,26,18,0,HiSeqX10
47,9,16,0,HiSeqX10
48,22,21,0,HiSeqX10
49,0,0,0,HiSeqX10
50,0,0,0,HiSeqX10
51,0,0,0,HiSeqX10
52,0,0,0,HiSeqX10
53,0,0,0,HiSeqX10
54,0,0,0,HiSeqX10
55,0,0,0,HiSeqX10
56,0,0,0,HiSeqX10
57,0,0,0,HiSeqX10
58,0,0,0,HiSeqX10
59,0,0,0,HiSeqX10
60,0,0,0,HiSeqX10
61,0,0,0,HiSeqX10
62,0,0,0,HiSeqX10
63,0,0,0,HiSeqX10
64,0,0,0,HiSeqX10
65,0,0,0,HiSeqX10
66,0,0,0,HiSeqX10
67,0,1,0,HiSeqX10
1,193679,189181,0,HiSeqX10
2,64166,63339,0,HiSeqX10
3,23519,22796,0,HiSeqX10
4,38317,37160,0,HiSeqX10
5,9606,8826,0,HiSeqX10
6,10433,8900,1,HiSeqX10
7,2613,2077,0,HiSeqX10
8,7745,6904,0,HiSeqX10
9,2159,1838,0,HiSeqX10
10,3001,2691,0,HiSeqX10
11,1150,946,0,HiSeqX10
12,3293,3012,0,HiSeqX10
13,828,704,0,HiSeqX10
14,1289,1033,0,HiSeqX10
15,836,760,0,HiSeqX10
16,1377,1210,0,HiSeqX10
17,438,460,0,HiSeqX10
18,759,585,0,HiSeqX10
19,413,367,0,HiSeqX10
20,737,583,0,HiSeqX10
21,286,304,0,HiSeqX10
22,365,292,0,HiSeqX10
23,216,226,0,HiSeqX10
24,429,381,0,HiSeqX10
25,193,170,0,HiSeqX10
26,214,176,0,HiSeqX10
27,160,149,0,HiSeqX10
28,182,190,0,HiSeqX10
29,100,88,0,HiSeqX10
30,164,115,0,HiSeqX10
31,107,83,0,HiSeqX10
32,120,99,0,HiSeqX10
33,52,52,0,HiSeqX10
34,75,49,0,HiSeqX10
35,60,50,0,HiSeqX10
36,85,66,0,HiSeqX10
37,34,40,0,HiSeqX10
38,50,40,0,HiSeqX10
39,40,31,0,HiSeqX10
40,44,42,0,HiSeqX10
41,41,42,0,HiSeqX10
42,42,28,0,HiSeqX10
43,28,16,0,HiSeqX10
44,36,19,0,HiSeqX10
45,19,20,0,HiSeqX10
46,23,18,0,HiSeqX10
47,17,25,0,HiSeqX10
48,20,21,0,HiSeqX10
49,2,0,0,HiSeqX10
1,195022,191399,0,HiSeqX10
2,66207,64677,0,HiSeqX10
3,23885,22948,0,HiSeqX10
4,40519,39106,0,HiSeqX10
5,9929,9101,0,HiSeqX10
6,10906,9553,0,HiSeqX10
7,2725,2146,0,HiSeqX10
8,8498,7626,0,HiSeqX10
9,2246,2028,0,HiSeqX10
10,3302,3082,0,HiSeqX10
11,1143,963,0,HiSeqX10
12,3639,3303,0,HiSeqX10
13,900,755,0,HiSeqX10
14,1530,1166,0,HiSeqX10
15,1004,882,0,HiSeqX10
16,1623,1366,0,HiSeqX10
17,507,484,0,HiSeqX10
18,876,660,0,HiSeqX10
19,405,396,0,HiSeqX10
20,934,715,0,HiSeqX10
21,319,356,0,HiSeqX10
22,484,314,0,HiSeqX10
23,268,233,0,HiSeqX10
24,532,475,0,HiSeqX10
25,243,199,0,HiSeqX10
26,271,208,0,HiSeqX10
27,178,161,0,HiSeqX10
28,291,192,0,HiSeqX10
29,135,105,0,HiSeqX10
30,222,136,0,HiSeqX10
31,114,91,0,HiSeqX10
32,161,119,0,HiSeqX10
33,70,66,0,HiSeqX10
34,122,65,0,HiSeqX10
35,65,52,0,HiSeqX10
36,119,80,0,HiSeqX10
37,59,66,0,HiSeqX10
38,70,54,0,HiSeqX10
39,59,42,0,HiSeqX10
40,63,37,0,HiSeqX10
41,47,47,0,HiSeqX10
42,51,47,0,HiSeqX10
43,29,19,0,HiSeqX10
44,53,30,0,HiSeqX10
45,32,17,0,HiSeqX10
46,40,19,0,HiSeqX10
47,17,24,0,HiSeqX10
48,27,21,0,HiSeqX10
49,25,18,0,HiSeqX10
50,0,0,0,HiSeqX10
51,2,0,0,HiSeqX10
52,0,0,0,HiSeqX10
53,0,0,0,HiSeqX10
54,0,0,0,HiSeqX10
55,0,0,0,HiSeqX10
56,0,0,0,HiSeqX10
57,2,0,0,HiSeqX10
58,0,2,0,HiSeqX10
59,0,0,0,HiSeqX10
60,2,0,0,HiSeqX10
61,0,0,0,HiSeqX10
62,2,0,0,HiSeqX10
1,195066,191468,0,HiSeqX10
2,66221,64709,0,HiSeqX10
3,23893,22920,0,HiSeqX10
4,40523,39114,0,HiSeqX10
5,9933,9099,0,HiSeqX10
6,10911,9561,0,HiSeqX10
7,2724,2150,0,HiSeqX10
8,8512,7633,0,HiSeqX10
9,2254,2004,0,HiSeqX10
10,3301,3044,0,HiSeqX10
11,1143,967,0,HiSeqX10
12,3643,3279,0,HiSeqX10
13,901,754,0,HiSeqX10
14,1540,1159,0,HiSeqX10
15,1003,856,0,HiSeqX10
16,1635,1368,0,HiSeqX10
17,502,482,0,HiSeqX10
18,877,659,0,HiSeqX10
19,404,390,0,HiSeqX10
20,933,712,0,HiSeqX10
21,324,353,0,HiSeqX10
22,486,304,0,HiSeqX10
23,268,225,0,HiSeqX10
24,531,466,0,HiSeqX10
25,240,191,0,HiSeqX10
26,272,203,0,HiSeqX10
27,179,161,0,HiSeqX10
28,292,191,0,HiSeqX10
29,132,105,0,HiSeqX10
30,224,131,0,HiSeqX10
31,114,85,0,HiSeqX10
32,162,119,0,HiSeqX10
33,68,64,0,HiSeqX10
34,127,60,0,HiSeqX10
35,66,56,0,HiSeqX10
36,117,81,0,HiSeqX10
37,60,65,0,HiSeqX10
38,71,47,0,HiSeqX10
39,59,42,0,HiSeqX10
40,61,36,0,HiSeqX10
41,46,49,0,HiSeqX10
42,52,45,0,HiSeqX10
43,28,21,0,HiSeqX10
44,53,31,0,HiSeqX10
45,30,17,0,HiSeqX10
46,41,20,0,HiSeqX10
47,18,24,0,HiSeqX10
48,28,21,0,HiSeqX10
49,25,19,0,HiSeqX10
50,0,0,0,HiSeqX10
51,2,0,0,HiSeqX10
52,0,0,0,HiSeqX10
53,0,0,0,HiSeqX10
54,0,0,0,HiSeqX10
55,0,0,0,HiSeqX10
56,0,0,0,HiSeqX10
57,2,0,0,HiSeqX10
58,0,2,0,HiSeqX10
59,0,0,0,HiSeqX10
60,2,0,0,HiSeqX10
61,0,0,0,HiSeqX10
62,2,0,0,HiSeqX10
1,194965,191325,0,HiSeqX10
2,66199,64662,0,HiSeqX10
3,23883,22934,0,HiSeqX10
4,40500,39058,0,HiSeqX10
5,9918,9085,0,HiSeqX10
6,10904,9552,0,HiSeqX10
7,2739,2141,0,HiSeqX10
8,8488,7599,0,HiSeqX10
9,2252,2017,0,HiSeqX10
10,3301,3067,0,HiSeqX10
11,1143,962,0,HiSeqX10
12,3632,3284,0,HiSeqX10
13,904,747,0,HiSeqX10
14,1536,1158,0,HiSeqX10
15,1002,871,0,HiSeqX10
16,1640,1372,0,HiSeqX10
17,505,487,0,HiSeqX10
18,882,661,0,HiSeqX10
19,406,389,0,HiSeqX10
20,933,717,0,HiSeqX10
21,322,353,0,HiSeqX10
22,481,310,0,HiSeqX10
23,262,232,0,HiSeqX10
24,531,469,0,HiSeqX10
25,241,194,0,HiSeqX10
26,271,201,0,HiSeqX10
27,178,162,0,HiSeqX10
28,290,191,0,HiSeqX10
29,129,109,0,HiSeqX10
30,219,140,0,HiSeqX10
31,113,92,0,HiSeqX10
32,162,112,0,HiSeqX10
33,71,61,0,HiSeqX10
34,125,66,0,HiSeqX10
35,67,56,0,HiSeqX10
36,117,78,0,HiSeqX10
37,63,67,0,HiSeqX10
38,73,50,0,HiSeqX10
39,61,39,0,HiSeqX10
40,63,39,0,HiSeqX10
41,50,47,0,HiSeqX10
42,51,49,0,HiSeqX10
43,28,20,0,HiSeqX10
44,53,29,0,HiSeqX10
45,29,16,0,HiSeqX10
46,43,20,0,HiSeqX10
47,18,24,0,HiSeqX10
48,27,22,0,HiSeqX10
49,25,17,0,HiSeqX10
50,0,0,0,HiSeqX10
51,2,0,0,HiSeqX10
52,0,0,0,HiSeqX10
53,0,0,0,HiSeqX10
54,0,0,0,HiSeqX10
55,0,0,0,HiSeqX10
56,0,0,0,HiSeqX10
57,2,0,0,HiSeqX10
58,0,2,0,HiSeqX10
59,0,0,0,HiSeqX10
60,2,0,0,HiSeqX10
61,0,0,0,HiSeqX10
62,2,0,0,HiSeqX10
1,190862,186917,0,HiSeqX10
2,63098,61984,0,HiSeqX10
3,23280,22290,0,HiSeqX10
4,38236,36829,0,HiSeqX10
5,9562,8759,1,HiSeqX10
6,10421,8870,0,HiSeqX10
7,2541,2088,0,HiSeqX10
8,7646,7042,0,HiSeqX10
9,2121,1880,0,HiSeqX10
10,2857,2748,0,HiSeqX10
11,1095,923,0,HiSeqX10
12,3167,2922,0,HiSeqX10
13,863,712,0,HiSeqX10
14,1330,1096,0,HiSeqX10
15,948,771,0,HiSeqX10
16,1334,1307,0,HiSeqX10
17,460,469,0,HiSeqX10
18,752,615,0,HiSeqX10
19,384,377,0,HiSeqX10
20,712,615,0,HiSeqX10
21,274,356,0,HiSeqX10
22,404,292,0,HiSeqX10
23,220,199,0,HiSeqX10
24,401,392,0,HiSeqX10
25,202,181,0,HiSeqX10
26,234,189,0,HiSeqX10
27,144,158,0,HiSeqX10
28,188,165,0,HiSeqX10
29,92,102,0,HiSeqX10
30,162,125,0,HiSeqX10
31,98,83,0,HiSeqX10
32,108,106,0,HiSeqX10
33,52,63,0,HiSeqX10
34,75,61,0,HiSeqX10
35,47,45,0,HiSeqX10
36,75,61,0,HiSeqX10
37,48,60,0,HiSeqX10
38,43,43,0,HiSeqX10
39,49,37,0,HiSeqX10
40,47,44,0,HiSeqX10
41,35,34,0,HiSeqX10
42,41,46,0,HiSeqX10
43,29,22,0,HiSeqX10
44,41,23,0,HiSeqX10
45,20,19,0,HiSeqX10
46,25,18,0,HiSeqX10
47,9,18,0,HiSeqX10
48,22,23,0,HiSeqX10
49,0,0,0,HiSeqX10
50,0,0,0,HiSeqX10
51,0,0,0,HiSeqX10
52,0,0,0,HiSeqX10
53,0,0,0,HiSeqX10
54,0,0,0,HiSeqX10
55,0,0,0,HiSeqX10
56,0,0,0,HiSeqX10
57,0,0,0,HiSeqX10
58,0,0,0,HiSeqX10
59,0,0,0,HiSeqX10
60,0,0,0,HiSeqX10
61,0,0,0,HiSeqX10
62,0,0,0,HiSeqX10
63,0,0,0,HiSeqX10
64,0,0,0,HiSeqX10
65,0,0,0,HiSeqX10
66,0,0,0,HiSeqX10
67,0,1,0,HiSeqX10
1,193014,188611,0,HiSeqX10
2,63909,62907,0,HiSeqX10
3,23483,22709,0,HiSeqX10
4,38227,37112,0,HiSeqX10
5,9585,8813,0,HiSeqX10
6,10365,8905,1,HiSeqX10
7,2622,2079,0,HiSeqX10
8,7713,6888,0,HiSeqX10
9,2153,1829,0,HiSeqX10
10,2990,2713,0,HiSeqX10
11,1149,953,0,HiSeqX10
12,3274,3042,0,HiSeqX10
13,827,706,0,HiSeqX10
14,1290,1037,0,HiSeqX10
15,837,757,0,HiSeqX10
16,1380,1217,0,HiSeqX10
17,436,463,0,HiSeqX10
18,758,594,0,HiSeqX10
19,411,366,0,HiSeqX10
20,737,569,0,HiSeqX10
21,288,310,0,HiSeqX10
22,368,291,0,HiSeqX10
23,215,223,0,HiSeqX10
24,425,373,0,HiSeqX10
25,193,164,0,HiSeqX10
26,214,170,0,HiSeqX10
27,160,145,0,HiSeqX10
28,182,184,0,HiSeqX10
29,98,88,0,HiSeqX10
30,164,118,0,HiSeqX10
31,106,84,0,HiSeqX10
32,120,100,0,HiSeqX10
33,53,49,0,HiSeqX10
34,72,47,0,HiSeqX10
35,60,50,0,HiSeqX10
36,84,64,0,HiSeqX10
37,32,43,0,HiSeqX10
38,48,43,0,HiSeqX10
39,40,31,0,HiSeqX10
40,43,41,0,HiSeqX10
41,37,39,0,HiSeqX10
42,39,28,0,HiSeqX10
43,28,17,0,HiSeqX10
44,38,19,0,HiSeqX10
45,19,20,0,HiSeqX10
46,23,15,0,HiSeqX10
47,16,20,0,HiSeqX10
48,19,19,0,HiSeqX10
49,2,0,0,HiSeqX10
1,194590,190927,0,HiSeqX10
2,66010,64300,0,HiSeqX10
3,23888,22881,0,HiSeqX10
4,40426,39055,0,HiSeqX10
5,9918,9091,0,HiSeqX10
6,10881,9521,0,HiSeqX10
7,2733,2143,0,HiSeqX10
8,8478,7596,0,HiSeqX10
9,2256,2021,0,HiSeqX10
10,3295,3060,0,HiSeqX10
11,1143,964,0,HiSeqX10
12,3638,3295,0,HiSeqX10
13,902,755,0,HiSeqX10
14,1537,1149,0,HiSeqX10
15,1000,876,0,HiSeqX10
16,1630,1350,0,HiSeqX10
17,504,482,0,HiSeqX10
18,877,654,0,HiSeqX10
19,406,385,0,HiSeqX10
20,925,699,0,HiSeqX10
21,322,351,0,HiSeqX10
22,481,305,0,HiSeqX10
23,267,231,0,HiSeqX10
24,533,462,0,HiSeqX10
25,240,187,0,HiSeqX10
26,267,211,0,HiSeqX10
27,179,159,0,HiSeqX10
28,290,187,0,HiSeqX10
29,135,102,0,HiSeqX10
30,224,137,0,HiSeqX10
31,114,89,0,HiSeqX10
32,159,113,0,HiSeqX10
33,69,56,0,HiSeqX10
34,122,58,0,HiSeqX10
35,65,54,0,HiSeqX10
36,115,71,0,HiSeqX10
37,57,61,0,HiSeqX10
38,69,51,0,HiSeqX10
39,60,41,0,HiSeqX10
40,62,39,0,HiSeqX10
41,46,45,0,HiSeqX10
42,51,45,0,HiSeqX10
43,27,21,0,HiSeqX10
44,53,30,0,HiSeqX10
45,29,17,0,HiSeqX10
46,43,17,0,HiSeqX10
47,16,23,0,HiSeqX10
48,27,18,0,HiSeqX10
49,25,17,0,HiSeqX10
50,0,0,0,HiSeqX10
51,2,0,0,HiSeqX10
52,0,0,0,HiSeqX10
53,0,0,0,HiSeqX10
54,0,0,0,HiSeqX10
55,0,0,0,HiSeqX10
56,0,0,0,HiSeqX10
57,2,0,0,HiSeqX10
58,0,0,0,HiSeqX10
59,0,0,0,HiSeqX10
60,2,0,0,HiSeqX10
61,0,0,0,HiSeqX10
62,2,0,0,HiSeqX10
1,194598,191037,0,HiSeqX10
2,66085,64467,0,HiSeqX10
3,23897,22872,0,HiSeqX10
4,40473,39154,0,HiSeqX10
5,9932,9105,0,HiSeqX10
6,10916,9564,0,HiSeqX10
7,2733,2148,0,HiSeqX10
8,8494,7648,0,HiSeqX10
9,2250,2019,0,HiSeqX10
10,3310,3074,0,HiSeqX10
11,1146,967,0,HiSeqX10
12,3649,3314,0,HiSeqX10
13,901,758,0,HiSeqX10
14,1541,1167,0,HiSeqX10
15,1002,875,0,HiSeqX10
16,1638,1370,0,HiSeqX10
17,503,482,0,HiSeqX10
18,880,664,0,HiSeqX10
19,407,390,0,HiSeqX10
20,927,710,0,HiSeqX10
21,322,355,0,HiSeqX10
22,485,305,0,HiSeqX10
23,265,229,0,HiSeqX10
24,531,469,0,HiSeqX10
25,242,194,0,HiSeqX10
26,272,204,0,HiSeqX10
27,178,162,0,HiSeqX10
28,295,188,0,HiSeqX10
29,132,105,0,HiSeqX10
30,224,144,0,HiSeqX10
31,112,88,0,HiSeqX10
32,158,119,0,HiSeqX10
33,70,58,0,HiSeqX10
34,128,61,0,HiSeqX10
35,67,56,0,HiSeqX10
36,115,77,0,HiSeqX10
37,59,62,0,HiSeqX10
38,69,52,0,HiSeqX10
39,59,38,0,HiSeqX10
40,59,38,0,HiSeqX10
41,47,47,0,HiSeqX10
42,52,48,0,HiSeqX10
43,28,22,0,HiSeqX10
44,54,31,0,HiSeqX10
45,30,15,0,HiSeqX10
46,43,21,0,HiSeqX10
47,17,25,0,HiSeqX10
48,28,21,0,HiSeqX10
49,25,18,0,HiSeqX10
50,0,0,0,HiSeqX10
51,2,0,0,HiSeqX10
52,0,0,0,HiSeqX10
53,0,0,0,HiSeqX10
54,0,0,0,HiSeqX10
55,0,0,0,HiSeqX10
56,0,0,0,HiSeqX10
57,2,0,0,HiSeqX10
58,0,0,0,HiSeqX10
59,0,0,0,HiSeqX10
60,2,0,0,HiSeqX10
61,0,0,0,HiSeqX10
62,2,0,0,HiSeqX10
1,194613,190944,0,HiSeqX10
2,66058,64389,0,HiSeqX10
3,23902,22897,0,HiSeqX10
4,40450,39114,0,HiSeqX10
5,9937,9112,0,HiSeqX10
6,10895,9532,0,HiSeqX10
7,2726,2129,0,HiSeqX10
8,8497,7618,0,HiSeqX10
9,2247,2025,0,HiSeqX10
10,3308,3092,0,HiSeqX10
11,1144,968,0,HiSeqX10
12,3642,3280,0,HiSeqX10
13,902,750,0,HiSeqX10
14,1528,1160,0,HiSeqX10
15,1007,872,0,HiSeqX10
16,1646,1366,0,HiSeqX10
17,504,482,0,HiSeqX10
18,882,665,0,HiSeqX10
19,405,392,0,HiSeqX10
20,931,702,0,HiSeqX10
21,319,357,0,HiSeqX10
22,482,310,0,HiSeqX10
23,269,230,0,HiSeqX10
24,533,467,0,HiSeqX10
25,242,196,0,HiSeqX10
26,265,200,0,HiSeqX10
27,179,161,0,HiSeqX10
28,293,196,0,HiSeqX10
29,131,106,0,HiSeqX10
30,224,139,0,HiSeqX10
31,114,88,0,HiSeqX10
32,156,115,0,HiSeqX10
33,68,62,0,HiSeqX10
34,127,63,0,HiSeqX10
35,67,54,0,HiSeqX10
36,116,78,0,HiSeqX10
37,62,66,0,HiSeqX10
38,70,54,0,HiSeqX10
39,60,42,0,HiSeqX10
40,59,38,0,HiSeqX10
41,48,44,0,HiSeqX10
42,51,46,0,HiSeqX10
43,28,20,0,HiSeqX10
44,54,28,0,HiSeqX10
45,30,16,0,HiSeqX10
46,39,17,0,HiSeqX10
47,17,24,0,HiSeqX10
48,26,17,0,HiSeqX10
49,25,18,0,HiSeqX10
50,0,0,0,HiSeqX10
51,2,0,0,HiSeqX10
52,0,0,0,HiSeqX10
53,0,0,0,HiSeqX10
54,0,0,0,HiSeqX10
55,0,0,0,HiSeqX10
56,0,0,0,HiSeqX10
57,2,0,0,HiSeqX10
58,0,2,0,HiSeqX10
59,0,0,0,HiSeqX10
60,2,0,0,HiSeqX10
61,0,0,0,HiSeqX10
62,2,0,0,HiSeqX10
1,191435,187545,0,MGISEQ2000
