sample,varType,context,count
HiSeq4000_LAB03_Mother_REP01,nonSNPs,simplerepeat,69040
HiSeq4000_LAB03_Mother_REP01,SNPs,Alu,414982
HiSeq4000_LAB03_Mother_REP01,SNPs,L1,623080
HiSeq4000_LAB03_Mother_REP01,SNPs,L2,115858
HiSeq4000_LAB03_Mother_REP01,SNPs,lowcomplexity,4613
HiSeq4000_LAB03_Mother_REP01,SNPs,LTR,339918
HiSeq4000_LAB03_Mother_REP01,SNPs,satellite,1856
HiSeq4000_LAB03_Mother_REP01,SNPs,simplerepeat,30853
HiSeq4000_LAB03_Son_REP01,nonSNPs,Alu,99494
HiSeq4000_LAB03_Son_REP01,nonSNPs,L1,81219
HiSeq4000_LAB03_Son_REP01,nonSNPs,L2,11039
HiSeq4000_LAB03_Son_REP01,nonSNPs,lowcomplexity,4364
HiSeq4000_LAB03_Son_REP01,nonSNPs,LTR,29043
HiSeq4000_LAB03_Son_REP01,nonSNPs,satellite,253
HiSeq4000_LAB03_Son_REP01,nonSNPs,simplerepeat,75684
HiSeq4000_LAB03_Son_REP01,SNPs,Alu,422687
HiSeq4000_LAB03_Son_REP01,SNPs,L1,621856
HiSeq4000_LAB03_Son_REP01,SNPs,L2,115270
HiSeq4000_LAB03_Son_REP01,SNPs,lowcomplexity,5059
HiSeq4000_LAB03_Son_REP01,SNPs,LTR,341213
HiSeq4000_LAB03_Son_REP01,SNPs,satellite,2569
HiSeq4000_LAB03_Son_REP01,SNPs,simplerepeat,34179
HiSeq4000_LAB03_Son_REP02,nonSNPs,Alu,99347
HiSeq4000_LAB03_Son_REP02,nonSNPs,L1,81588
HiSeq4000_LAB03_Son_REP02,nonSNPs,L2,11022
HiSeq4000_LAB03_Son_REP02,nonSNPs,lowcomplexity,4386
HiSeq4000_LAB03_Son_REP02,nonSNPs,LTR,29036
HiSeq4000_LAB03_Son_REP02,nonSNPs,satellite,250
HiSeq4000_LAB03_Son_REP02,nonSNPs,simplerepeat,75896
HiSeq4000_LAB03_Son_REP02,SNPs,Alu,422480
HiSeq4000_LAB03_Son_REP02,SNPs,L1,622297
HiSeq4000_LAB03_Son_REP02,SNPs,L2,115285
HiSeq4000_LAB03_Son_REP02,SNPs,lowcomplexity,5060
HiSeq4000_LAB03_Son_REP02,SNPs,LTR,341151
HiSeq4000_LAB03_Son_REP02,SNPs,satellite,2569
HiSeq4000_LAB03_Son_REP02,SNPs,simplerepeat,34217
HiSeq4000_LAB03_Son_REP03,nonSNPs,Alu,99881
HiSeq4000_LAB03_Son_REP03,nonSNPs,L1,81484
HiSeq4000_LAB03_Son_REP03,nonSNPs,L2,11013
HiSeq4000_LAB03_Son_REP03,nonSNPs,lowcomplexity,4389
HiSeq4000_LAB03_Son_REP03,nonSNPs,LTR,29070
HiSeq4000_LAB03_Son_REP03,nonSNPs,satellite,250
HiSeq4000_LAB03_Son_REP03,nonSNPs,simplerepeat,75840
HiSeq4000_LAB03_Son_REP03,SNPs,Alu,422664
HiSeq4000_LAB03_Son_REP03,SNPs,L1,623081
HiSeq4000_LAB03_Son_REP03,SNPs,L2,115321
HiSeq4000_LAB03_Son_REP03,SNPs,lowcomplexity,5057
HiSeq4000_LAB03_Son_REP03,SNPs,LTR,341346
HiSeq4000_LAB03_Son_REP03,SNPs,satellite,2572
HiSeq4000_LAB03_Son_REP03,SNPs,simplerepeat,34234
HiSeqX10_LAB01_Father_REP01,nonSNPs,Alu,102898
HiSeqX10_LAB01_Father_REP01,nonSNPs,L1,80515
HiSeqX10_LAB01_Father_REP01,nonSNPs,L2,10844
HiSeqX10_LAB01_Father_REP01,nonSNPs,lowcomplexity,3902
HiSeqX10_LAB01_Father_REP01,nonSNPs,LTR,28590
HiSeqX10_LAB01_Father_REP01,nonSNPs,satellite,148
HiSeqX10_LAB01_Father_REP01,nonSNPs,simplerepeat,69496
HiSeqX10_LAB01_Father_REP01,SNPs,Alu,415741
HiSeqX10_LAB01_Father_REP01,SNPs,L1,616589
HiSeqX10_LAB01_Father_REP01,SNPs,L2,114931
HiSeqX10_LAB01_Father_REP01,SNPs,lowcomplexity,4650
HiSeqX10_LAB01_Father_REP01,SNPs,LTR,336128
HiSeqX10_LAB01_Father_REP01,SNPs,satellite,1863
HiSeqX10_LAB01_Father_REP01,SNPs,simplerepeat,30989
HiSeqX10_LAB01_Mother_REP01,nonSNPs,Alu,105219
HiSeqX10_LAB01_Mother_REP01,nonSNPs,L1,81503
HiSeqX10_LAB01_Mother_REP01,nonSNPs,L2,11058
HiSeqX10_LAB01_Mother_REP01,nonSNPs,lowcomplexity,3867
HiSeqX10_LAB01_Mother_REP01,nonSNPs,LTR,28956
HiSeqX10_LAB01_Mother_REP01,nonSNPs,satellite,150
HiSeqX10_LAB01_Mother_REP01,nonSNPs,simplerepeat,70450
HiSeqX10_LAB01_Mother_REP01,SNPs,Alu,415637
HiSeqX10_LAB01_Mother_REP01,SNPs,L1,623594
HiSeqX10_LAB01_Mother_REP01,SNPs,L2,115863
HiSeqX10_LAB01_Mother_REP01,SNPs,lowcomplexity,4614
HiSeqX10_LAB01_Mother_REP01,SNPs,LTR,339869
HiSeqX10_LAB01_Mother_REP01,SNPs,satellite,1858
HiSeqX10_LAB01_Mother_REP01,SNPs,simplerepeat,30933
HiSeqX10_LAB01_Son_REP01,nonSNPs,Alu,106963
HiSeqX10_LAB01_Son_REP01,nonSNPs,L1,82757
HiSeqX10_LAB01_Son_REP01,nonSNPs,L2,11154
HiSeqX10_LAB01_Son_REP01,nonSNPs,lowcomplexity,4499
HiSeqX10_LAB01_Son_REP01,nonSNPs,LTR,29413
HiSeqX10_LAB01_Son_REP01,nonSNPs,satellite,254
HiSeqX10_LAB01_Son_REP01,nonSNPs,simplerepeat,77389
HiSeqX10_LAB01_Son_REP01,SNPs,Alu,423100
HiSeqX10_LAB01_Son_REP01,SNPs,L1,621245
HiSeqX10_LAB01_Son_REP01,SNPs,L2,115268
HiSeqX10_LAB01_Son_REP01,SNPs,lowcomplexity,5059
HiSeqX10_LAB01_Son_REP01,SNPs,LTR,340949
HiSeqX10_LAB01_Son_REP01,SNPs,satellite,2569
HiSeqX10_LAB01_Son_REP01,SNPs,simplerepeat,34301
HiSeqX10_LAB01_Son_REP02,nonSNPs,Alu,106826
HiSeqX10_LAB01_Son_REP02,nonSNPs,L1,82855
HiSeqX10_LAB01_Son_REP02,nonSNPs,L2,11164
HiSeqX10_LAB01_Son_REP02,nonSNPs,lowcomplexity,4483
HiSeqX10_LAB01_Son_REP02,nonSNPs,LTR,29406
HiSeqX10_LAB01_Son_REP02,nonSNPs,satellite,254
HiSeqX10_LAB01_Son_REP02,nonSNPs,simplerepeat,77410
HiSeqX10_LAB01_Son_REP02,SNPs,Alu,423147
HiSeqX10_LAB01_Son_REP02,SNPs,L1,622640
HiSeqX10_LAB01_Son_REP02,SNPs,L2,115303
HiSeqX10_LAB01_Son_REP02,SNPs,lowcomplexity,5062
HiSeqX10_LAB01_Son_REP02,SNPs,LTR,341014
HiSeqX10_LAB01_Son_REP02,SNPs,satellite,2563
HiSeqX10_LAB01_Son_REP02,SNPs,simplerepeat,34297
HiSeqX10_LAB01_Son_REP03,nonSNPs,Alu,106994
HiSeqX10_LAB01_Son_REP03,nonSNPs,L1,82625
HiSeqX10_LAB01_Son_REP03,nonSNPs,L2,11155
HiSeqX10_LAB01_Son_REP03,nonSNPs,lowcomplexity,4489
HiSeqX10_LAB01_Son_REP03,nonSNPs,LTR,29417
HiSeqX10_LAB01_Son_REP03,nonSNPs,satellite,255
HiSeqX10_LAB01_Son_REP03,nonSNPs,simplerepeat,77233
HiSeqX10_LAB01_Son_REP03,SNPs,Alu,423203
HiSeqX10_LAB01_Son_REP03,SNPs,L1,621043
HiSeqX10_LAB01_Son_REP03,SNPs,L2,115271
HiSeqX10_LAB01_Son_REP03,SNPs,lowcomplexity,5066
HiSeqX10_LAB01_Son_REP03,SNPs,LTR,340992
HiSeqX10_LAB01_Son_REP03,SNPs,satellite,2564
HiSeqX10_LAB01_Son_REP03,SNPs,simplerepeat,34278
HiSeqX10_LAB02_Father_REP01,nonSNPs,Alu,102190
HiSeqX10_LAB02_Father_REP01,nonSNPs,L1,80354
HiSeqX10_LAB02_Father_REP01,nonSNPs,L2,10829
HiSeqX10_LAB02_Father_REP01,nonSNPs,lowcomplexity,3921
HiSeqX10_LAB02_Father_REP01,nonSNPs,LTR,28534
HiSeqX10_LAB02_Father_REP01,nonSNPs,satellite,147
HiSeqX10_LAB02_Father_REP01,nonSNPs,simplerepeat,69425
HiSeqX10_LAB02_Father_REP01,SNPs,Alu,415737
HiSeqX10_LAB02_Father_REP01,SNPs,L1,617000
HiSeqX10_LAB02_Father_REP01,SNPs,L2,114922
HiSeqX10_LAB02_Father_REP01,SNPs,lowcomplexity,4654
HiSeqX10_LAB02_Father_REP01,SNPs,LTR,336224
HiSeqX10_LAB02_Father_REP01,SNPs,satellite,1868
HiSeqX10_LAB02_Father_REP01,SNPs,simplerepeat,31006
HiSeqX10_LAB02_Mother_REP01,nonSNPs,Alu,104512
HiSeqX10_LAB02_Mother_REP01,nonSNPs,L1,81210
HiSeqX10_LAB02_Mother_REP01,nonSNPs,L2,11014
HiSeqX10_LAB02_Mother_REP01,nonSNPs,lowcomplexity,3838
HiSeqX10_LAB02_Mother_REP01,nonSNPs,LTR,28885
HiSeqX10_LAB02_Mother_REP01,nonSNPs,satellite,150
HiSeqX10_LAB02_Mother_REP01,nonSNPs,simplerepeat,70028
HiSeqX10_LAB02_Mother_REP01,SNPs,Alu,415609
HiSeqX10_LAB02_Mother_REP01,SNPs,L1,623579
HiSeqX10_LAB02_Mother_REP01,SNPs,L2,115855
HiSeqX10_LAB02_Mother_REP01,SNPs,lowcomplexity,4612
HiSeqX10_LAB02_Mother_REP01,SNPs,LTR,340044
HiSeqX10_LAB02_Mother_REP01,SNPs,satellite,1856
HiSeqX10_LAB02_Mother_REP01,SNPs,simplerepeat,30915
HiSeqX10_LAB02_Son_REP01,nonSNPs,Alu,106325
HiSeqX10_LAB02_Son_REP01,nonSNPs,L1,82529
HiSeqX10_LAB02_Son_REP01,nonSNPs,L2,11136
HiSeqX10_LAB02_Son_REP01,nonSNPs,lowcomplexity,4486
HiSeqX10_LAB02_Son_REP01,nonSNPs,LTR,29350
HiSeqX10_LAB02_Son_REP01,nonSNPs,satellite,250
HiSeqX10_LAB02_Son_REP01,nonSNPs,simplerepeat,76897
HiSeqX10_LAB02_Son_REP01,SNPs,Alu,423280
HiSeqX10_LAB02_Son_REP01,SNPs,L1,621819
HiSeqX10_LAB02_Son_REP01,SNPs,L2,115288
HiSeqX10_LAB02_Son_REP01,SNPs,lowcomplexity,5066
HiSeqX10_LAB02_Son_REP01,SNPs,LTR,341213
HiSeqX10_LAB02_Son_REP01,SNPs,satellite,2569
HiSeqX10_LAB02_Son_REP01,SNPs,simplerepeat,34253
HiSeqX10_LAB02_Son_REP02,nonSNPs,Alu,106310
HiSeqX10_LAB02_Son_REP02,nonSNPs,L1,82666
HiSeqX10_LAB02_Son_REP02,nonSNPs,L2,11146
HiSeqX10_LAB02_Son_REP02,nonSNPs,lowcomplexity,4493
HiSeqX10_LAB02_Son_REP02,nonSNPs,LTR,29394
HiSeqX10_LAB02_Son_REP02,nonSNPs,satellite,253
HiSeqX10_LAB02_Son_REP02,nonSNPs,simplerepeat,77168
HiSeqX10_LAB02_Son_REP02,SNPs,Alu,423203
HiSeqX10_LAB02_Son_REP02,SNPs,L1,622190
HiSeqX10_LAB02_Son_REP02,SNPs,L2,115288
HiSeqX10_LAB02_Son_REP02,SNPs,lowcomplexity,5061
HiSeqX10_LAB02_Son_REP02,SNPs,LTR,341175
HiSeqX10_LAB02_Son_REP02,SNPs,satellite,2569
HiSeqX10_LAB02_Son_REP02,SNPs,simplerepeat,34288
HiSeqX10_LAB02_Son_REP03,nonSNPs,Alu,106305
HiSeqX10_LAB02_Son_REP03,nonSNPs,L1,82615
HiSeqX10_LAB02_Son_REP03,nonSNPs,L2,11145
HiSeqX10_LAB02_Son_REP03,nonSNPs,lowcomplexity,4481
HiSeqX10_LAB02_Son_REP03,nonSNPs,LTR,29364
HiSeqX10_LAB02_Son_REP03,nonSNPs,satellite,252
HiSeqX10_LAB02_Son_REP03,nonSNPs,simplerepeat,77069
HiSeqX10_LAB02_Son_REP03,SNPs,Alu,423308
HiSeqX10_LAB02_Son_REP03,SNPs,L1,622838
HiSeqX10_LAB02_Son_REP03,SNPs,L2,115295
HiSeqX10_LAB02_Son_REP03,SNPs,lowcomplexity,5067
HiSeqX10_LAB02_Son_REP03,SNPs,LTR,341291
HiSeqX10_LAB02_Son_REP03,SNPs,satellite,2566
HiSeqX10_LAB02_Son_REP03,SNPs,simplerepeat,34266
MGISEQ2000_LAB01_Father_REP01,nonSNPs,Alu,103209
MGISEQ2000_LAB01_Father_REP01,nonSNPs,L1,80451
MGISEQ2000_LAB01_Father_REP01,nonSNPs,L2,10839
MGISEQ2000_LAB01_Father_REP01,nonSNPs,lowcomplexity,3870
MGISEQ2000_LAB01_Father_REP01,nonSNPs,LTR,28595
MGISEQ2000_LAB01_Father_REP01,nonSNPs,satellite,146
MGISEQ2000_LAB01_Father_REP01,nonSNPs,simplerepeat,69106
MGISEQ2000_LAB01_Father_REP01,SNPs,Alu,415869
MGISEQ2000_LAB01_Father_REP01,SNPs,L1,617393
MGISEQ2000_LAB01_Father_REP01,SNPs,L2,114939
MGISEQ2000_LAB01_Father_REP01,SNPs,lowcomplexity,4646
MGISEQ2000_LAB01_Father_REP01,SNPs,LTR,336327
MGISEQ2000_LAB01_Father_REP01,SNPs,satellite,1864
MGISEQ2000_LAB01_Father_REP01,SNPs,simplerepeat,30861
MGISEQ2000_LAB01_Mother_REP01,nonSNPs,Alu,105339
MGISEQ2000_LAB01_Mother_REP01,nonSNPs,L1,81373
MGISEQ2000_LAB01_Mother_REP01,nonSNPs,L2,11015
MGISEQ2000_LAB01_Mother_REP01,nonSNPs,lowcomplexity,3809
MGISEQ2000_LAB01_Mother_REP01,nonSNPs,LTR,28922
MGISEQ2000_LAB01_Mother_REP01,nonSNPs,satellite,151
MGISEQ2000_LAB01_Mother_REP01,nonSNPs,simplerepeat,69710
MGISEQ2000_LAB01_Mother_REP01,SNPs,Alu,415616
MGISEQ2000_LAB01_Mother_REP01,SNPs,L1,623905
MGISEQ2000_LAB01_Mother_REP01,SNPs,L2,115831
MGISEQ2000_LAB01_Mother_REP01,SNPs,lowcomplexity,4581
MGISEQ2000_LAB01_Mother_REP01,SNPs,LTR,339970
MGISEQ2000_LAB01_Mother_REP01,SNPs,satellite,1865
MGISEQ2000_LAB01_Mother_REP01,SNPs,simplerepeat,30724
MGISEQ2000_LAB01_Mother_REP02,nonSNPs,Alu,105401
MGISEQ2000_LAB01_Mother_REP02,nonSNPs,L1,81238
MGISEQ2000_LAB01_Mother_REP02,nonSNPs,L2,11011
MGISEQ2000_LAB01_Mother_REP02,nonSNPs,lowcomplexity,3825
MGISEQ2000_LAB01_Mother_REP02,nonSNPs,LTR,28897
MGISEQ2000_LAB01_Mother_REP02,nonSNPs,satellite,150
MGISEQ2000_LAB01_Mother_REP02,nonSNPs,simplerepeat,69408
MGISEQ2000_LAB01_Mother_REP02,SNPs,Alu,415583
MGISEQ2000_LAB01_Mother_REP02,SNPs,L1,622660
MGISEQ2000_LAB01_Mother_REP02,SNPs,L2,115829
MGISEQ2000_LAB01_Mother_REP02,SNPs,lowcomplexity,4597
MGISEQ2000_LAB01_Mother_REP02,SNPs,LTR,339900
MGISEQ2000_LAB01_Mother_REP02,SNPs,satellite,1859
MGISEQ2000_LAB01_Mother_REP02,SNPs,simplerepeat,30593
MGISEQ2000_LAB01_Son_REP01,nonSNPs,Alu,107138
MGISEQ2000_LAB01_Son_REP01,nonSNPs,L1,82736
MGISEQ2000_LAB01_Son_REP01,nonSNPs,L2,11155
MGISEQ2000_LAB01_Son_REP01,nonSNPs,lowcomplexity,4412
MGISEQ2000_LAB01_Son_REP01,nonSNPs,LTR,29431
MGISEQ2000_LAB01_Son_REP01,nonSNPs,satellite,251
MGISEQ2000_LAB01_Son_REP01,nonSNPs,simplerepeat,76582
MGISEQ2000_LAB01_Son_REP01,SNPs,Alu,423337
MGISEQ2000_LAB01_Son_REP01,SNPs,L1,623294
MGISEQ2000_LAB01_Son_REP01,SNPs,L2,115290
MGISEQ2000_LAB01_Son_REP01,SNPs,lowcomplexity,5046
MGISEQ2000_LAB01_Son_REP01,SNPs,LTR,341368
MGISEQ2000_LAB01_Son_REP01,SNPs,satellite,2573
MGISEQ2000_LAB01_Son_REP01,SNPs,simplerepeat,33995
NovaSeq2x150_LAB01_Father_REP01,nonSNPs,Alu,102873
NovaSeq2x150_LAB01_Father_REP01,nonSNPs,L1,80606
NovaSeq2x150_LAB01_Father_REP01,nonSNPs,L2,10844
NovaSeq2x150_LAB01_Father_REP01,nonSNPs,lowcomplexity,3898
NovaSeq2x150_LAB01_Father_REP01,nonSNPs,LTR,28608
NovaSeq2x150_LAB01_Father_REP01,nonSNPs,satellite,145
NovaSeq2x150_LAB01_Father_REP01,nonSNPs,simplerepeat,69492
NovaSeq2x150_LAB01_Father_REP01,SNPs,Alu,415987
NovaSeq2x150_LAB01_Father_REP01,SNPs,L1,619359
NovaSeq2x150_LAB01_Father_REP01,SNPs,L2,114991
NovaSeq2x150_LAB01_Father_REP01,SNPs,lowcomplexity,4660
NovaSeq2x150_LAB01_Father_REP01,SNPs,LTR,336561
NovaSeq2x150_LAB01_Father_REP01,SNPs,satellite,1873
NovaSeq2x150_LAB01_Father_REP01,SNPs,simplerepeat,30998
NovaSeq2x150_LAB01_Mother_REP01,nonSNPs,Alu,105121
NovaSeq2x150_LAB01_Mother_REP01,nonSNPs,L1,81530
NovaSeq2x150_LAB01_Mother_REP01,nonSNPs,L2,11033
NovaSeq2x150_LAB01_Mother_REP01,nonSNPs,lowcomplexity,3845
NovaSeq2x150_LAB01_Mother_REP01,nonSNPs,LTR,28948
NovaSeq2x150_LAB01_Mother_REP01,nonSNPs,satellite,151
NovaSeq2x150_LAB01_Mother_REP01,nonSNPs,simplerepeat,70286
NovaSeq2x150_LAB01_Mother_REP01,SNPs,Alu,415763
NovaSeq2x150_LAB01_Mother_REP01,SNPs,L1,625718
NovaSeq2x150_LAB01_Mother_REP01,SNPs,L2,115885
NovaSeq2x150_LAB01_Mother_REP01,SNPs,lowcomplexity,4610
NovaSeq2x150_LAB01_Mother_REP01,SNPs,LTR,340214
NovaSeq2x150_LAB01_Mother_REP01,SNPs,satellite,1864
NovaSeq2x150_LAB01_Mother_REP01,SNPs,simplerepeat,30908
NovaSeq2x150_LAB01_Son_REP01,nonSNPs,Alu,106723
NovaSeq2x150_LAB01_Son_REP01,nonSNPs,L1,82836
NovaSeq2x150_LAB01_Son_REP01,nonSNPs,L2,11161
NovaSeq2x150_LAB01_Son_REP01,nonSNPs,lowcomplexity,4448
NovaSeq2x150_LAB01_Son_REP01,nonSNPs,LTR,29385
NovaSeq2x150_LAB01_Son_REP01,nonSNPs,satellite,252
NovaSeq2x150_LAB01_Son_REP01,nonSNPs,simplerepeat,76908
NovaSeq2x150_LAB01_Son_REP01,SNPs,Alu,423415
NovaSeq2x150_LAB01_Son_REP01,SNPs,L1,625153
NovaSeq2x150_LAB01_Son_REP01,SNPs,L2,115340
NovaSeq2x150_LAB01_Son_REP01,SNPs,lowcomplexity,5053
NovaSeq2x150_LAB01_Son_REP01,SNPs,LTR,341511
NovaSeq2x150_LAB01_Son_REP01,SNPs,satellite,2573
NovaSeq2x150_LAB01_Son_REP01,SNPs,simplerepeat,34281
NovaSeq2x150_LAB02_Father_REP01,nonSNPs,Alu,102626
NovaSeq2x150_LAB02_Father_REP01,nonSNPs,L1,80484
NovaSeq2x150_LAB02_Father_REP01,nonSNPs,L2,10837
NovaSeq2x150_LAB02_Father_REP01,nonSNPs,lowcomplexity,3896
NovaSeq2x150_LAB02_Father_REP01,nonSNPs,LTR,28593
NovaSeq2x150_LAB02_Father_REP01,nonSNPs,satellite,148
NovaSeq2x150_LAB02_Father_REP01,nonSNPs,simplerepeat,69335
NovaSeq2x150_LAB02_Father_REP01,SNPs,Alu,415946
NovaSeq2x150_LAB02_Father_REP01,SNPs,L1,618455
NovaSeq2x150_LAB02_Father_REP01,SNPs,L2,114957
NovaSeq2x150_LAB02_Father_REP01,SNPs,lowcomplexity,4652
NovaSeq2x150_LAB02_Father_REP01,SNPs,LTR,336475
NovaSeq2x150_LAB02_Father_REP01,SNPs,satellite,1870
NovaSeq2x150_LAB02_Father_REP01,SNPs,simplerepeat,30982
NovaSeq2x150_LAB02_Mother_REP01,nonSNPs,Alu,104892
NovaSeq2x150_LAB02_Mother_REP01,nonSNPs,L1,81425
NovaSeq2x150_LAB02_Mother_REP01,nonSNPs,L2,11028
NovaSeq2x150_LAB02_Mother_REP01,nonSNPs,lowcomplexity,3864
NovaSeq2x150_LAB02_Mother_REP01,nonSNPs,LTR,28908
NovaSeq2x150_LAB02_Mother_REP01,nonSNPs,satellite,151
NovaSeq2x150_LAB02_Mother_REP01,nonSNPs,simplerepeat,70212
NovaSeq2x150_LAB02_Mother_REP01,SNPs,Alu,415729
NovaSeq2x150_LAB02_Mother_REP01,SNPs,L1,624848
NovaSeq2x150_LAB02_Mother_REP01,SNPs,L2,115889
NovaSeq2x150_LAB02_Mother_REP01,SNPs,lowcomplexity,4616
NovaSeq2x150_LAB02_Mother_REP01,SNPs,LTR,340189
NovaSeq2x150_LAB02_Mother_REP01,SNPs,satellite,1863
NovaSeq2x150_LAB02_Mother_REP01,SNPs,simplerepeat,30927
NovaSeq2x150_LAB02_Son_REP01,nonSNPs,Alu,106297
NovaSeq2x150_LAB02_Son_REP01,nonSNPs,L1,82551
NovaSeq2x150_LAB02_Son_REP01,nonSNPs,L2,11133
NovaSeq2x150_LAB02_Son_REP01,nonSNPs,lowcomplexity,4417
NovaSeq2x150_LAB02_Son_REP01,nonSNPs,LTR,29325
NovaSeq2x150_LAB02_Son_REP01,nonSNPs,satellite,251
NovaSeq2x150_LAB02_Son_REP01,nonSNPs,simplerepeat,76479
NovaSeq2x150_LAB02_Son_REP01,SNPs,Alu,423078
NovaSeq2x150_LAB02_Son_REP01,SNPs,L1,623617
NovaSeq2x150_LAB02_Son_REP01,SNPs,L2,115256
NovaSeq2x150_LAB02_Son_REP01,SNPs,lowcomplexity,5049
NovaSeq2x150_LAB02_Son_REP01,SNPs,LTR,341254
NovaSeq2x150_LAB02_Son_REP01,SNPs,satellite,2572
NovaSeq2x150_LAB02_Son_REP01,SNPs,simplerepeat,34226
NovaSeq2x250_LAB02_Father_REP01,nonSNPs,Alu,103093
NovaSeq2x250_LAB02_Father_REP01,nonSNPs,L1,80831
NovaSeq2x250_LAB02_Father_REP01,nonSNPs,L2,10850
NovaSeq2x250_LAB02_Father_REP01,nonSNPs,lowcomplexity,3916
NovaSeq2x250_LAB02_Father_REP01,nonSNPs,LTR,28649
NovaSeq2x250_LAB02_Father_REP01,nonSNPs,satellite,148
NovaSeq2x250_LAB02_Father_REP01,nonSNPs,simplerepeat,69718
NovaSeq2x250_LAB02_Father_REP01,SNPs,Alu,416220
NovaSeq2x250_LAB02_Father_REP01,SNPs,L1,622874
NovaSeq2x250_LAB02_Father_REP01,SNPs,L2,115037
NovaSeq2x250_LAB02_Father_REP01,SNPs,lowcomplexity,4645
NovaSeq2x250_LAB02_Father_REP01,SNPs,LTR,336865
NovaSeq2x250_LAB02_Father_REP01,SNPs,satellite,1872
NovaSeq2x250_LAB02_Father_REP01,SNPs,simplerepeat,31014
NovaSeq2x250_LAB02_Mother_REP01,nonSNPs,Alu,105419
NovaSeq2x250_LAB02_Mother_REP01,nonSNPs,L1,81858
NovaSeq2x250_LAB02_Mother_REP01,nonSNPs,L2,11056
NovaSeq2x250_LAB02_Mother_REP01,nonSNPs,lowcomplexity,3870
NovaSeq2x250_LAB02_Mother_REP01,nonSNPs,LTR,29016
NovaSeq2x250_LAB02_Mother_REP01,nonSNPs,satellite,151
NovaSeq2x250_LAB02_Mother_REP01,nonSNPs,simplerepeat,70715
NovaSeq2x250_LAB02_Mother_REP01,SNPs,Alu,416038
NovaSeq2x250_LAB02_Mother_REP01,SNPs,L1,629370
NovaSeq2x250_LAB02_Mother_REP01,SNPs,L2,115990
NovaSeq2x250_LAB02_Mother_REP01,SNPs,lowcomplexity,4614
NovaSeq2x250_LAB02_Mother_REP01,SNPs,LTR,340544
NovaSeq2x250_LAB02_Mother_REP01,SNPs,satellite,1866
NovaSeq2x250_LAB02_Mother_REP01,SNPs,simplerepeat,30951
NovaSeq2x250_LAB02_Son_REP01,nonSNPs,Alu,106991
NovaSeq2x250_LAB02_Son_REP01,nonSNPs,L1,83174
NovaSeq2x250_LAB02_Son_REP01,nonSNPs,L2,11169
NovaSeq2x250_LAB02_Son_REP01,nonSNPs,lowcomplexity,4457
NovaSeq2x250_LAB02_Son_REP01,nonSNPs,LTR,29496
NovaSeq2x250_LAB02_Son_REP01,nonSNPs,satellite,255
NovaSeq2x250_LAB02_Son_REP01,nonSNPs,simplerepeat,77404
NovaSeq2x250_LAB02_Son_REP01,SNPs,Alu,423710
NovaSeq2x250_LAB02_Son_REP01,SNPs,L1,628637
NovaSeq2x250_LAB02_Son_REP01,SNPs,L2,115408
NovaSeq2x250_LAB02_Son_REP01,SNPs,lowcomplexity,5056
NovaSeq2x250_LAB02_Son_REP01,SNPs,LTR,341856
NovaSeq2x250_LAB02_Son_REP01,SNPs,satellite,2575
NovaSeq2x250_LAB02_Son_REP01,SNPs,simplerepeat,34310
PacBio_LAB01_Son_REP01-10kb,nonSNPs,Alu,76264
PacBio_LAB01_Son_REP01-10kb,nonSNPs,L1,74770
PacBio_LAB01_Son_REP01-10kb,nonSNPs,L2,10202
PacBio_LAB01_Son_REP01-10kb,nonSNPs,lowcomplexity,3736
PacBio_LAB01_Son_REP01-10kb,nonSNPs,LTR,26760
PacBio_LAB01_Son_REP01-10kb,nonSNPs,satellite,240
PacBio_LAB01_Son_REP01-10kb,nonSNPs,simplerepeat,67259
PacBio_LAB01_Son_REP01-10kb,SNPs,Alu,416992
PacBio_LAB01_Son_REP01-10kb,SNPs,L1,625787
PacBio_LAB01_Son_REP01-10kb,SNPs,L2,114248
PacBio_LAB01_Son_REP01-10kb,SNPs,lowcomplexity,4911
PacBio_LAB01_Son_REP01-10kb,SNPs,LTR,337784
PacBio_LAB01_Son_REP01-10kb,SNPs,satellite,2552
PacBio_LAB01_Son_REP01-10kb,SNPs,simplerepeat,32368
PacBio_LAB02_Son_REP01-11kb,nonSNPs,Alu,79241
PacBio_LAB02_Son_REP01-11kb,nonSNPs,L1,76069
PacBio_LAB02_Son_REP01-11kb,nonSNPs,L2,10304
PacBio_LAB02_Son_REP01-11kb,nonSNPs,lowcomplexity,3832
PacBio_LAB02_Son_REP01-11kb,nonSNPs,LTR,26914
PacBio_LAB02_Son_REP01-11kb,nonSNPs,satellite,222
PacBio_LAB02_Son_REP01-11kb,nonSNPs,simplerepeat,67406
PacBio_LAB02_Son_REP01-11kb,SNPs,Alu,415622
PacBio_LAB02_Son_REP01-11kb,SNPs,L1,623173
PacBio_LAB02_Son_REP01-11kb,SNPs,L2,113990
PacBio_LAB02_Son_REP01-11kb,SNPs,lowcomplexity,4878
PacBio_LAB02_Son_REP01-11kb,SNPs,LTR,335987
PacBio_LAB02_Son_REP01-11kb,SNPs,satellite,2393
PacBio_LAB02_Son_REP01-11kb,SNPs,simplerepeat,32137
PacBio_LAB03_Son_REP01-15kb20kb,nonSNPs,Alu,79462
PacBio_LAB03_Son_REP01-15kb20kb,nonSNPs,L1,76247
